"","ID","Chrom","Start","Stop","Strand","Name"
"ENSMUSG00000037916","ENSMUSG00000037916","chr19",4007384,4012806,"-","Ndufv1"
"ENSMUSG00000060803","ENSMUSG00000060803","chr19",4035407,4037985,"-","Gstp1"
"ENSMUSG00000038155","ENSMUSG00000038155","chr19",4040285,4046023,"-","Gstp2"
"ENSMUSG00000058216","ENSMUSG00000058216","chr19",4057477,4059569,"-","Gstp3"
"ENSMUSG00000024856","ENSMUSG00000024856","chr19",4097182,4099019,"+","Cdk2ap2"
"ENSMUSG00000024851","ENSMUSG00000024851","chr19",4099998,4113965,"+","Pitpnm1"
"ENSMUSG00000024847","ENSMUSG00000024847","chr19",4114446,4125858,"-","Aip"
"ENSMUSG00000024845","ENSMUSG00000024845","chr19",4125934,4132307,"+","Tmem134"
"ENSMUSG00000024842","ENSMUSG00000024842","chr19",4135423,4144033,"-","Cabp4"
"ENSMUSG00000024835","ENSMUSG00000024835","chr19",4148619,4154035,"+","Coro1b"
"ENSMUSG00000024830","ENSMUSG00000024830","chr19",4153991,4163354,"-","Rps6kb2"
"ENSMUSG00000075289","ENSMUSG00000075289","chr19",4164324,4175479,"-","Carns1"
"ENSMUSG00000040247","ENSMUSG00000040247","chr19",4183411,4191284,"-","Tbc1d10c"
"ENSMUSG00000040385","ENSMUSG00000040385","chr19",4192065,4195420,"+","Ppp1ca"
"ENSMUSG00000024824","ENSMUSG00000024824","chr19",4195196,4201662,"-","Rad9a"
"ENSMUSG00000040663","ENSMUSG00000040663","chr19",4214238,4223490,"+","Clcf1"
"ENSMUSG00000024854","ENSMUSG00000024854","chr19",4231899,4233634,"+","Pold4"
"ENSMUSG00000034616","ENSMUSG00000034616","chr19",4261668,4269180,"-","Ssh3"
"ENSMUSG00000005986","ENSMUSG00000005986","chr19",4270180,4283137,"-","Ankrd13d"
"ENSMUSG00000024858","ENSMUSG00000024858","chr19",4286001,4306222,"-","Grk2"
"ENSMUSG00000054611","ENSMUSG00000054611","chr19",4314419,4398285,"-","Kdm2a"
"ENSMUSG00000041845","ENSMUSG00000041845","chr19",4425459,4439432,"-","Rhod"
"ENSMUSG00000087132","ENSMUSG00000087132","chr19",4439003,4448973,"+","A930001C03Rik"
"ENSMUSG00000049303","ENSMUSG00000049303","chr19",4445908,4477447,"-","Syt12"
"ENSMUSG00000024892","ENSMUSG00000024892","chr19",4510472,4621752,"+","Pcx"
"ENSMUSG00000045045","ENSMUSG00000045045","chr19",4611785,4615667,"-","Lrfn4"
"ENSMUSG00000024889","ENSMUSG00000024889","chr19",4622591,4625641,"-","Rce1"
"ENSMUSG00000071691","ENSMUSG00000071691","chr19",4625734,4698668,"-","Gm960"
"ENSMUSG00000067889","ENSMUSG00000067889","chr19",4711167,4752360,"+","Sptbn2"
"ENSMUSG00000096370","ENSMUSG00000096370","chr19",4742913,4811612,"-","Gm21992"
"ENSMUSG00000033760","ENSMUSG00000033760","chr19",4756497,4767065,"+","Rbm4b"
"ENSMUSG00000094936","ENSMUSG00000094936","chr19",4784293,4793901,"-","Rbm4"
"ENSMUSG00000006456","ENSMUSG00000006456","chr19",4800569,4811634,"-","Rbm14"
"ENSMUSG00000095913","ENSMUSG00000095913","chr19",4801512,4805784,"+","Gm21844"
"ENSMUSG00000034108","ENSMUSG00000034108","chr19",4825366,4839332,"-","Ccs"
"ENSMUSG00000067872","ENSMUSG00000067872","chr19",4839366,4842528,"+","Ccdc87"
"ENSMUSG00000083282","ENSMUSG00000083282","chr19",4855130,4860918,"+","Ctsf"
"ENSMUSG00000006457","ENSMUSG00000006457","chr19",4861216,4877909,"-","Actn3"
"ENSMUSG00000006463","ENSMUSG00000006463","chr19",4878668,4885397,"+","Zdhhc24"
"ENSMUSG00000006464","ENSMUSG00000006464","chr19",4886878,4906628,"-","Bbs1"
"ENSMUSG00000063904","ENSMUSG00000063904","chr19",4907229,4928287,"-","Dpp3"
"ENSMUSG00000024901","ENSMUSG00000024901","chr19",4929717,4943127,"-","Peli3"
"ENSMUSG00000024902","ENSMUSG00000024902","chr19",4962147,4966999,"+","Mrpl11"
"ENSMUSG00000024891","ENSMUSG00000024891","chr19",5023860,5031972,"+","Slc29a2"
"ENSMUSG00000080268","ENSMUSG00000080268","chr19",5041354,5049917,"+","Brms1"
"ENSMUSG00000024883","ENSMUSG00000024883","chr19",5050481,5057071,"+","Rin1"
"ENSMUSG00000061451","ENSMUSG00000061451","chr19",5070859,5085531,"-","Tmem151a"
"ENSMUSG00000024875","ENSMUSG00000024875","chr19",5088538,5092881,"+","Yif1a"
"ENSMUSG00000024873","ENSMUSG00000024873","chr19",5092868,5098521,"-","Cnih2"
"ENSMUSG00000024870","ENSMUSG00000024870","chr19",5099205,5107072,"-","Rab1b"
"ENSMUSG00000024862","ENSMUSG00000024862","chr19",5107746,5118560,"-","Klc2"
"ENSMUSG00000024855","ENSMUSG00000024855","chr19",5133158,5273119,"-","Pacs1"
"ENSMUSG00000024853","ENSMUSG00000024853","chr19",5273932,5295455,"-","Sf3b2"
"ENSMUSG00000047658","ENSMUSG00000047658","chr19",5298331,5308738,"+","Gal3st3"
"ENSMUSG00000118263","ENSMUSG00000118263","chr19",5305875,5307416,"-","Gm42064"
"ENSMUSG00000024844","ENSMUSG00000024844","chr19",5364638,5367168,"-","Banf1"
"ENSMUSG00000024841","ENSMUSG00000024841","chr19",5366741,5371526,"+","Eif1ad"
"ENSMUSG00000039148","ENSMUSG00000039148","chr19",5377523,5388703,"-","Sart1"
"ENSMUSG00000117959","ENSMUSG00000117959","chr19",5388336,5389601,"+","D330050I16Rik"
"ENSMUSG00000039330","ENSMUSG00000039330","chr19",5390049,5402526,"-","Tsga10ip"
"ENSMUSG00000086938","ENSMUSG00000086938","chr19",5406740,5422847,"+","4930481A15Rik"
"ENSMUSG00000024914","ENSMUSG00000024914","chr19",5422805,5424979,"-","Drap1"
"ENSMUSG00000047423","ENSMUSG00000047423","chr19",5425144,5427313,"+","AI837181"
"ENSMUSG00000117771","ENSMUSG00000117771","chr19",5435998,5436725,"+","Gm25432"
"ENSMUSG00000095098","ENSMUSG00000095098","chr19",5453180,5457894,"-","Ccdc85b"
"ENSMUSG00000024911","ENSMUSG00000024911","chr19",5460615,5465051,"+","Fibp"
"ENSMUSG00000024910","ENSMUSG00000024910","chr19",5465043,5468507,"-","Ctsw"
"ENSMUSG00000024909","ENSMUSG00000024909","chr19",5473954,5482517,"+","Efemp2"
"ENSMUSG00000024906","ENSMUSG00000024906","chr19",5482345,5488402,"-","Mus81"
"ENSMUSG00000056201","ENSMUSG00000056201","chr19",5490455,5495201,"+","Cfl1"
"ENSMUSG00000056185","ENSMUSG00000056185","chr19",5492235,5510538,"-","Snx32"
"ENSMUSG00000100937","ENSMUSG00000100937","chr19",5502767,5503787,"-","1700020D05Rik"
"ENSMUSG00000024922","ENSMUSG00000024922","chr19",5549136,5560646,"-","Ovol1"
"ENSMUSG00000049562","ENSMUSG00000049562","chr19",5568025,5571261,"+","Ap5b1"
"ENSMUSG00000024925","ENSMUSG00000024925","chr19",5601873,5607019,"+","Rnaseh2c"
"ENSMUSG00000024926","ENSMUSG00000024926","chr19",5603014,5610237,"-","Kat5"
"ENSMUSG00000024927","ENSMUSG00000024927","chr19",5637483,5648130,"+","Rela"
"ENSMUSG00000056917","ENSMUSG00000056917","chr19",5651185,5663707,"-","Sipa1"
"ENSMUSG00000054874","ENSMUSG00000054874","chr19",5664635,5688908,"-","Pcnx3"
"ENSMUSG00000004054","ENSMUSG00000004054","chr19",5688742,5702865,"+","Map3k11"
"ENSMUSG00000024937","ENSMUSG00000024937","chr19",5707376,5726317,"-","Ehbp1l1"
"ENSMUSG00000118125","ENSMUSG00000118125","chr19",5728088,5731713,"-","Gm50387"
"ENSMUSG00000079478","ENSMUSG00000079478","chr19",5730303,5731732,"-","Znrd2"
"ENSMUSG00000024940","ENSMUSG00000024940","chr19",5740904,5758532,"+","Ltbp3"
"ENSMUSG00000024941","ENSMUSG00000024941","chr19",5758351,5771419,"-","Scyl1"
"ENSMUSG00000092341","ENSMUSG00000092341","chr19",5795690,5802672,"-","Malat1"
"ENSMUSG00000092274","ENSMUSG00000092274","chr19",5824708,5845478,"-","Neat1"
"ENSMUSG00000043488","ENSMUSG00000043488","chr19",5845623,5851388,"+","Frmd8os"
"ENSMUSG00000024816","ENSMUSG00000024816","chr19",5849702,5875274,"-","Frmd8"
"ENSMUSG00000024818","ENSMUSG00000024818","chr19",5877808,5885878,"+","Slc25a45"
"ENSMUSG00000044390","ENSMUSG00000044390","chr19",5891138,5894149,"-","Tigd3"
"ENSMUSG00000024826","ENSMUSG00000024826","chr19",5896516,5913010,"-","Dpf2"
"ENSMUSG00000110156","ENSMUSG00000110156","chr19",5912822,5914829,"+","Gm42067"
"ENSMUSG00000045664","ENSMUSG00000045664","chr19",5915636,5924816,"-","Cdc42ep2"
"ENSMUSG00000024833","ENSMUSG00000024833","chr19",5940542,5964202,"-","Pola2"
"ENSMUSG00000037451","ENSMUSG00000037451","chr19",5970234,5986143,"-","Slc22a20"
"ENSMUSG00000024942","ENSMUSG00000024942","chr19",5988545,6015897,"-","Capn1"
"ENSMUSG00000024807","ENSMUSG00000024807","chr19",6046576,6053712,"+","Syvn1"
"ENSMUSG00000007338","ENSMUSG00000007338","chr19",6053622,6057785,"-","Mrpl49"
"ENSMUSG00000038274","ENSMUSG00000038274","chr19",6057844,6059524,"+","Fau"
"ENSMUSG00000075227","ENSMUSG00000075227","chr19",6061192,6062472,"+","Znhit2"
"ENSMUSG00000024799","ENSMUSG00000024799","chr19",6062821,6068373,"-","Tm7sf2"
"ENSMUSG00000024797","ENSMUSG00000024797","chr19",6067842,6077231,"-","Vps51"
"ENSMUSG00000047733","ENSMUSG00000047733","chr19",6080033,6080788,"+","Tmem262"
"ENSMUSG00000024792","ENSMUSG00000024792","chr19",6080762,6084956,"-","Zfpl1"
"ENSMUSG00000024791","ENSMUSG00000024791","chr19",6084983,6091777,"+","Cdca5"
"ENSMUSG00000117666","ENSMUSG00000117666","chr19",6094419,6098241,"+","Gm550"
"ENSMUSG00000054999","ENSMUSG00000054999","chr19",6105782,6115792,"+","Naaladl1"
"ENSMUSG00000024790","ENSMUSG00000024790","chr19",6116000,6118650,"-","Sac3d1"
"ENSMUSG00000024787","ENSMUSG00000024787","chr19",6119399,6128304,"-","Snx15"
"ENSMUSG00000024944","ENSMUSG00000024944","chr19",6134374,6141548,"-","Arl2"
"ENSMUSG00000024786","ENSMUSG00000024786","chr19",6184388,6224225,"+","Majin"
"ENSMUSG00000024784","ENSMUSG00000024784","chr19",6226380,6227768,"+","Gpha2"
"ENSMUSG00000024777","ENSMUSG00000024777","chr19",6227765,6235872,"-","Ppp2r5b"
"ENSMUSG00000024773","ENSMUSG00000024773","chr19",6241668,6262335,"+","Atg2a"
"ENSMUSG00000085196","ENSMUSG00000085196","chr19",6268795,6276605,"-","Gm14963"
"ENSMUSG00000024772","ENSMUSG00000024772","chr19",6276725,6300096,"+","Ehd1"
"ENSMUSG00000024769","ENSMUSG00000024769","chr19",6306456,6325652,"+","Cdc42bpg"
"ENSMUSG00000024947","ENSMUSG00000024947","chr19",6334979,6340891,"+","Men1"
"ENSMUSG00000024948","ENSMUSG00000024948","chr19",6341135,6355615,"+","Map4k2"
"ENSMUSG00000079467","ENSMUSG00000079467","chr19",6355522,6363759,"-","Gm14966"
"ENSMUSG00000024949","ENSMUSG00000024949","chr19",6363690,6378030,"+","Sf1"
"ENSMUSG00000032648","ENSMUSG00000032648","chr19",6384399,6398459,"+","Pygm"
"ENSMUSG00000032946","ENSMUSG00000032946","chr19",6399340,6415216,"+","Rasgrp2"
"ENSMUSG00000084876","ENSMUSG00000084876","chr19",6409400,6418606,"-","Gm14965"
"ENSMUSG00000033768","ENSMUSG00000033768","chr19",6418731,6544169,"+","Nrxn2"
"ENSMUSG00000084825","ENSMUSG00000084825","chr19",6617671,6674548,"-","2410152P15Rik"
"ENSMUSG00000085285","ENSMUSG00000085285","chr19",6645687,6647172,"+","Gm14968"
"ENSMUSG00000024952","ENSMUSG00000024952","chr19",6829085,6840636,"-","Rps6ka4"
"ENSMUSG00000047810","ENSMUSG00000047810","chr19",6844623,6858211,"-","Ccdc88b"
"ENSMUSG00000024953","ENSMUSG00000024953","chr19",6906697,6910106,"-","Prdx5"
"ENSMUSG00000038812","ENSMUSG00000038812","chr19",6909698,6911049,"+","Trmt112"
"ENSMUSG00000024955","ENSMUSG00000024955","chr19",6910977,6921840,"-","Esrra"
"ENSMUSG00000050623","ENSMUSG00000050623","chr19",6922371,6925380,"-","Catsperz"
"ENSMUSG00000024957","ENSMUSG00000024957","chr19",6923966,6934515,"-","Kcnk4"
"ENSMUSG00000024958","ENSMUSG00000024958","chr19",6938057,6942480,"-","Gpr137"
"ENSMUSG00000024959","ENSMUSG00000024959","chr19",6941861,6951899,"+","Bad"
"ENSMUSG00000024960","ENSMUSG00000024960","chr19",6952325,6976470,"-","Plcb3"
"ENSMUSG00000056612","ENSMUSG00000056612","chr19",6974968,6977324,"+","Ppp1r14b"
"ENSMUSG00000056629","ENSMUSG00000056629","chr19",6977741,6980501,"-","Fkbp2"
"ENSMUSG00000024962","ENSMUSG00000024962","chr19",6982473,6987651,"-","Vegfb"
"ENSMUSG00000024963","ENSMUSG00000024963","chr19",6987911,6992572,"-","Dnajc4"
"ENSMUSG00000037349","ENSMUSG00000037349","chr19",6993018,6996117,"-","Nudt22"
"ENSMUSG00000047656","ENSMUSG00000047656","chr19",6996131,6999046,"+","Trpt1"
"ENSMUSG00000024965","ENSMUSG00000024965","chr19",6998958,7019469,"-","Fermt3"
"ENSMUSG00000024966","ENSMUSG00000024966","chr19",7020702,7039967,"-","Stip1"
"ENSMUSG00000036278","ENSMUSG00000036278","chr19",7056810,7198057,"+","Macrod1"
"ENSMUSG00000047787","ENSMUSG00000047787","chr19",7092001,7105729,"-","Flrt1"
"ENSMUSG00000024767","ENSMUSG00000024767","chr19",7198202,7206316,"-","Otub1"
"ENSMUSG00000035885","ENSMUSG00000035885","chr19",7215153,7217616,"-","Cox8a"
"ENSMUSG00000024764","ENSMUSG00000024764","chr19",7225668,7241183,"-","Naa40"
"ENSMUSG00000024968","ENSMUSG00000024968","chr19",7267325,7275225,"+","Rcor2"
"ENSMUSG00000024969","ENSMUSG00000024969","chr19",7275396,7341860,"-","Mark2"
"ENSMUSG00000024970","ENSMUSG00000024970","chr19",7354078,7382994,"-","Spindoc"
"ENSMUSG00000117743","ENSMUSG00000117743","chr19",7364515,7370240,"+","Gm50232"
"ENSMUSG00000099923","ENSMUSG00000099923","chr19",7382537,7383561,"+","1700105P06Rik"
"ENSMUSG00000095690","ENSMUSG00000095690","chr19",7398424,7399077,"-","Rab11b-ps2"
"ENSMUSG00000053080","ENSMUSG00000053080","chr19",7417625,7425904,"+","2700081O15Rik"
"ENSMUSG00000024758","ENSMUSG00000024758","chr19",7425901,7483281,"-","Rtn3"
"ENSMUSG00000024759","ENSMUSG00000024759","chr19",7494040,7539674,"+","Atl3"
"ENSMUSG00000060675","ENSMUSG00000060675","chr19",7557459,7588545,"+","Plaat3"
"ENSMUSG00000024761","ENSMUSG00000024761","chr19",7668287,7668790,"+","Gm16437"
"ENSMUSG00000118220","ENSMUSG00000118220","chr19",7959743,7961107,"-","Gm6192"
"ENSMUSG00000118345","ENSMUSG00000118345","chr19",8256224,8257587,"-","Gm7105"
"ENSMUSG00000032773","ENSMUSG00000032773","chr19",8663789,8683587,"+","Chrm1"
"ENSMUSG00000010095","ENSMUSG00000010095","chr19",8706882,8723369,"-","Slc3a2"
"ENSMUSG00000108414","ENSMUSG00000108414","chr19",8723475,8726443,"+","Snhg1"
"ENSMUSG00000042729","ENSMUSG00000042729","chr19",8735827,8740624,"+","Wdr74"
"ENSMUSG00000090840","ENSMUSG00000090840","chr19",8740718,8741225,"+","1700092M07Rik"
"ENSMUSG00000010110","ENSMUSG00000010110","chr19",8741413,8756069,"+","Stx5a"
"ENSMUSG00000010097","ENSMUSG00000010097","chr19",8757073,8770922,"+","Nxf1"
"ENSMUSG00000117924","ENSMUSG00000117924","chr19",8770996,8772475,"+","Tmem223"
"ENSMUSG00000118346","ENSMUSG00000118346","chr19",8772525,8774467,"-","Tmem179b"
"ENSMUSG00000003680","ENSMUSG00000003680","chr19",8774487,8786417,"-","Taf6l"
"ENSMUSG00000071662","ENSMUSG00000071662","chr19",8793127,8798577,"-","Polr2g"
"ENSMUSG00000071661","ENSMUSG00000071661","chr19",8802555,8804846,"+","Zbtb3"
"ENSMUSG00000071660","ENSMUSG00000071660","chr19",8809075,8819333,"-","Ttc9c"
"ENSMUSG00000071659","ENSMUSG00000071659","chr19",8820010,8834143,"+","Hnrnpul2"
"ENSMUSG00000071658","ENSMUSG00000071658","chr19",8836933,8839194,"-","Gng3"
"ENSMUSG00000071657","ENSMUSG00000071657","chr19",8837467,8848683,"+","Bscl2"
"ENSMUSG00000071656","ENSMUSG00000071656","chr19",8850768,8853909,"+","Lrrn4cl"
"ENSMUSG00000071655","ENSMUSG00000071655","chr19",8871496,8875863,"+","Ubxn1"
"ENSMUSG00000071654","ENSMUSG00000071654","chr19",8880014,8880923,"-","Uqcc3"
"ENSMUSG00000096740","ENSMUSG00000096740","chr19",8883732,8892627,"+","Lbhd1"
"ENSMUSG00000070167","ENSMUSG00000070167","chr19",8888538,8888685,"-","Snora57"
"ENSMUSG00000093314","ENSMUSG00000093314","chr19",8888699,8888774,"-","Mir5136"
"ENSMUSG00000071653","ENSMUSG00000071653","chr19",8888853,8890881,"+","1810009A15Rik"
"ENSMUSG00000071652","ENSMUSG00000071652","chr19",8893005,8897888,"+","Ints5"
"ENSMUSG00000071650","ENSMUSG00000071650","chr19",8898071,8916672,"+","Ganab"
"ENSMUSG00000071649","ENSMUSG00000071649","chr19",8920374,8927236,"+","B3gat3"
"ENSMUSG00000071648","ENSMUSG00000071648","chr19",8927391,8929356,"-","Rom1"
"ENSMUSG00000071647","ENSMUSG00000071647","chr19",8929552,8941582,"+","Eml3"
"ENSMUSG00000071646","ENSMUSG00000071646","chr19",8941875,8952303,"+","Mta2"
"ENSMUSG00000071645","ENSMUSG00000071645","chr19",8953847,8966210,"+","Tut1"
"ENSMUSG00000071644","ENSMUSG00000071644","chr19",8967041,8978479,"+","Eef1g"
"ENSMUSG00000069833","ENSMUSG00000069833","chr19",8989284,9076914,"+","Ahnak"
"ENSMUSG00000024654","ENSMUSG00000024654","chr19",9109868,9135636,"-","Asrgl1"
"ENSMUSG00000117804","ENSMUSG00000117804","chr19",9216381,9216960,"+","Gm6252"
"ENSMUSG00000067608","ENSMUSG00000067608","chr19",9283380,9284160,"+","Pcna-ps2"
"ENSMUSG00000100141","ENSMUSG00000100141","chr19",9607104,9608376,"+","Gm6445"
"ENSMUSG00000118138","ENSMUSG00000118138","chr19",9864924,9868995,"-","Gm50322"
"ENSMUSG00000024660","ENSMUSG00000024660","chr19",9872296,9899551,"-","Incenp"
"ENSMUSG00000118325","ENSMUSG00000118325","chr19",9897500,9898707,"-","Gm50324"
"ENSMUSG00000118100","ENSMUSG00000118100","chr19",9899690,9902661,"+","Gm50340"
"ENSMUSG00000024661","ENSMUSG00000024661","chr19",9980598,9985098,"+","Fth1"
"ENSMUSG00000037418","ENSMUSG00000037418","chr19",9985174,10001633,"-","Best1"
"ENSMUSG00000024663","ENSMUSG00000024663","chr19",10001669,10038380,"+","Rab3il1"
"ENSMUSG00000024664","ENSMUSG00000024664","chr19",10041569,10060110,"+","Fads3"
"ENSMUSG00000024665","ENSMUSG00000024665","chr19",10062765,10101746,"-","Fads2"
"ENSMUSG00000010663","ENSMUSG00000010663","chr19",10182888,10196877,"+","Fads1"
"ENSMUSG00000064032","ENSMUSG00000064032","chr19",10198368,10202384,"+","Gm10143"
"ENSMUSG00000024742","ENSMUSG00000024742","chr19",10199132,10204169,"-","Fen1"
"ENSMUSG00000036372","ENSMUSG00000036372","chr19",10204014,10207824,"+","Tmem258"
"ENSMUSG00000036098","ENSMUSG00000036098","chr19",10208272,10240748,"-","Myrf"
"ENSMUSG00000035735","ENSMUSG00000035735","chr19",10245265,10304877,"-","Dagla"
"ENSMUSG00000024743","ENSMUSG00000024743","chr19",10389090,10453180,"+","Syt7"
"ENSMUSG00000024668","ENSMUSG00000024668","chr19",10500534,10526142,"-","Sdhaf2"
"ENSMUSG00000034820","ENSMUSG00000034820","chr19",10525266,10547653,"+","Cpsf7"
"ENSMUSG00000024667","ENSMUSG00000024667","chr19",10533865,10556238,"-","Tmem216"
"ENSMUSG00000024666","ENSMUSG00000024666","chr19",10570478,10577362,"-","Tmem138"
"ENSMUSG00000117955","ENSMUSG00000117955","chr19",10573512,10576545,"+","Gm50205"
"ENSMUSG00000034445","ENSMUSG00000034445","chr19",10577172,10595961,"+","Cyb561a3"
"ENSMUSG00000034371","ENSMUSG00000034371","chr19",10587791,10605654,"-","Tkfc"
"ENSMUSG00000024740","ENSMUSG00000024740","chr19",10605327,10629819,"+","Ddb1"
"ENSMUSG00000043789","ENSMUSG00000043789","chr19",10634213,10666213,"+","Vwce"
"ENSMUSG00000024738","ENSMUSG00000024738","chr19",10668956,10678071,"-","Pga5"
"ENSMUSG00000048832","ENSMUSG00000048832","chr19",10688735,10714627,"+","Vps37c"
"ENSMUSG00000024670","ENSMUSG00000024670","chr19",10789341,10830058,"-","Cd6"
"ENSMUSG00000024736","ENSMUSG00000024736","chr19",10857822,10869940,"-","Tmem132a"
"ENSMUSG00000034659","ENSMUSG00000034659","chr19",10870660,10882001,"-","Tmem109"
"ENSMUSG00000024735","ENSMUSG00000024735","chr19",10895231,10909559,"+","Prpf19"
"ENSMUSG00000034117","ENSMUSG00000034117","chr19",10937160,10942511,"+","Ptgdr2"
"ENSMUSG00000024732","ENSMUSG00000024732","chr19",10941481,10949266,"-","Ccdc86"
"ENSMUSG00000024731","ENSMUSG00000024731","chr19",10962293,10974670,"-","Ms4a10"
"ENSMUSG00000099998","ENSMUSG00000099998","chr19",11121510,11122425,"+","Gm6501"
"ENSMUSG00000097091","ENSMUSG00000097091","chr19",11196817,11299886,"+","4930526L06Rik"
"ENSMUSG00000054523","ENSMUSG00000054523","chr19",11273238,11283873,"-","Ms4a5"
"ENSMUSG00000099398","ENSMUSG00000099398","chr19",11301249,11314454,"-","Ms4a14"
"ENSMUSG00000024672","ENSMUSG00000024672","chr19",11321039,11336146,"-","Ms4a7"
"ENSMUSG00000024678","ENSMUSG00000024678","chr19",11536801,11558467,"+","Ms4a4d"
"ENSMUSG00000024679","ENSMUSG00000024679","chr19",11586604,11604849,"-","Ms4a6d"
"ENSMUSG00000024683","ENSMUSG00000024683","chr19",11770391,11774960,"+","Mrpl16"
"ENSMUSG00000041488","ENSMUSG00000041488","chr19",11775118,11819403,"-","Stx3"
"ENSMUSG00000046139","ENSMUSG00000046139","chr19",11912399,11945091,"+","Patl1"
"ENSMUSG00000024687","ENSMUSG00000024687","chr19",11965941,11994112,"+","Osbp"
"ENSMUSG00000067529","ENSMUSG00000067529","chr19",12031787,12041317,"-","Olfr1423"
"ENSMUSG00000067526","ENSMUSG00000067526","chr19",12073234,12077731,"-","Olfr1425"
"ENSMUSG00000044994","ENSMUSG00000044994","chr19",12086746,12092013,"-","Olfr1426"
"ENSMUSG00000094133","ENSMUSG00000094133","chr19",12200634,12212191,"+","Olfr1431"
"ENSMUSG00000039982","ENSMUSG00000039982","chr19",12466338,12501454,"-","Dtx4"
"ENSMUSG00000024691","ENSMUSG00000024691","chr19",12545740,12589768,"+","Fam111a"
"ENSMUSG00000024694","ENSMUSG00000024694","chr19",12695786,12719902,"+","Keg1"
"ENSMUSG00000024695","ENSMUSG00000024695","chr19",12767020,12796126,"-","Zfp91"
"ENSMUSG00000024696","ENSMUSG00000024696","chr19",12796193,12833807,"+","Lpxn"
"ENSMUSG00000112693","ENSMUSG00000112693","chr19",12905320,12906841,"+","Gm5512"
"ENSMUSG00000057503","ENSMUSG00000057503","chr19",13138021,13149549,"-","Olfr1459"
"ENSMUSG00000050865","ENSMUSG00000050865","chr19",13739728,13750479,"+","Olfr1494"
"ENSMUSG00000047207","ENSMUSG00000047207","chr19",13764606,13770248,"+","Olfr1495"
"ENSMUSG00000024642","ENSMUSG00000024642","chr19",14448150,14598051,"-","Tle4"
"ENSMUSG00000024640","ENSMUSG00000024640","chr19",15904678,15947337,"-","Psat1"
"ENSMUSG00000041491","ENSMUSG00000041491","chr19",15955773,15984989,"-","Cep78"
"ENSMUSG00000024639","ENSMUSG00000024639","chr19",16132831,16387463,"+","Gnaq"
"ENSMUSG00000078528","ENSMUSG00000078528","chr19",16277797,16278776,"+","Gm17068"
"ENSMUSG00000024697","ENSMUSG00000024697","chr19",16435762,16610820,"+","Gna14"
"ENSMUSG00000046230","ENSMUSG00000046230","chr19",16615366,16780933,"-","Vps13a"
"ENSMUSG00000039126","ENSMUSG00000039126","chr19",16956118,17223932,"+","Prune2"
"ENSMUSG00000038843","ENSMUSG00000038843","chr19",17326141,17372844,"-","Gcnt1"
